epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,171.266,1.02693,0.73104,1.13154,0.8578,0.74439,0.85396,0.57695,1.18479,0.87973,1.22771,0.00074437,0.00074437,0.00074437
22,180.129,1.02212,0.69681,1.11955,0.73981,0.75594,0.83498,0.56057,1.13931,0.94258,1.23619,0.000726038,0.000726038,0.000726038
23,187.579,0.98078,0.69829,1.09912,0.85022,0.81266,0.86641,0.60306,1.10204,0.75031,1.191,0.000707707,0.000707707,0.000707707
24,195.776,1.03518,0.77763,1.15204,0.91996,0.72433,0.83612,0.60418,1.10965,0.86452,1.24575,0.000689376,0.000689376,0.000689376
25,203.884,0.98649,0.68937,1.09616,0.85464,0.80812,0.83975,0.59312,1.15208,0.77925,1.24572,0.000671044,0.000671044,0.000671044
26,211.246,0.97413,0.63705,1.09626,0.86596,0.7654,0.84698,0.60649,1.10093,0.70694,1.18825,0.000652712,0.000652712,0.000652712
27,219.396,0.91456,0.6137,1.07203,0.8965,0.80482,0.87026,0.61077,1.14286,0.77961,1.21354,0.000634381,0.000634381,0.000634381
28,227.401,0.92045,0.60893,1.06438,0.88604,0.87381,0.91705,0.63082,1.18149,0.61725,1.27157,0.000616049,0.000616049,0.000616049
29,235.311,0.92236,0.59453,1.06014,0.91373,0.80376,0.91541,0.62897,1.0898,0.66467,1.18779,0.000597718,0.000597718,0.000597718
30,243.427,0.89238,0.58252,1.04301,0.94683,0.73644,0.89541,0.62216,1.1284,0.73361,1.22597,0.000579386,0.000579386,0.000579386
31,250.971,0.92183,0.56151,1.06044,0.88148,0.80028,0.88529,0.61295,1.12252,0.6648,1.22309,0.000561055,0.000561055,0.000561055
32,259.353,0.91825,0.60273,1.06863,0.86888,0.86403,0.89154,0.63511,1.1801,0.67241,1.24541,0.000542723,0.000542723,0.000542723
33,267.882,0.89809,0.56956,1.07726,0.81083,0.80987,0.85562,0.61163,1.11568,0.69947,1.23811,0.000524392,0.000524392,0.000524392
34,275.368,0.88506,0.54345,1.05509,0.86856,0.76882,0.85975,0.58992,1.12396,0.7336,1.21518,0.00050606,0.00050606,0.00050606
35,283.478,0.86253,0.51169,1.03058,0.85332,0.84685,0.87363,0.57743,1.15457,0.66124,1.21369,0.000487729,0.000487729,0.000487729
36,290.979,0.88967,0.56527,1.05467,0.86023,0.86752,0.87133,0.6169,1.1566,0.66388,1.24365,0.000469397,0.000469397,0.000469397
37,298.966,0.88254,0.54898,1.04628,0.82369,0.82374,0.86481,0.60216,1.14327,0.74178,1.22107,0.000451066,0.000451066,0.000451066
38,307.145,0.84889,0.5047,1.0438,0.86988,0.81498,0.86722,0.60406,1.11124,0.64755,1.18364,0.000432734,0.000432734,0.000432734
39,314.583,0.85717,0.51578,1.02519,0.88817,0.82745,0.87641,0.62119,1.11777,0.65132,1.19542,0.000414403,0.000414403,0.000414403
40,322.99,0.81927,0.51601,1.02778,0.91341,0.80126,0.8777,0.62426,1.10741,0.66801,1.19419,0.000396071,0.000396071,0.000396071
41,331.055,0.8223,0.50183,1.02775,0.92678,0.79484,0.88582,0.64084,1.1384,0.67213,1.22796,0.00037774,0.00037774,0.00037774
42,338.898,0.80541,0.4951,0.99559,0.89419,0.73,0.84002,0.60843,1.1372,0.88336,1.25001,0.000359409,0.000359409,0.000359409
43,347.146,0.78126,0.49677,1.01243,0.90124,0.74948,0.83163,0.59772,1.1657,0.77953,1.24869,0.000341077,0.000341077,0.000341077
44,354.658,0.79104,0.47457,1.01876,0.95035,0.76165,0.87728,0.62468,1.11396,0.66015,1.21366,0.000322745,0.000322745,0.000322745
45,363.053,0.7538,0.4634,0.99625,0.94635,0.80941,0.90053,0.64098,1.12114,0.60257,1.20521,0.000304414,0.000304414,0.000304414
46,371.41,0.77464,0.46796,1.00552,0.88879,0.85441,0.90613,0.64808,1.12811,0.62534,1.24498,0.000286083,0.000286083,0.000286083
47,379.048,0.75183,0.44175,0.99478,0.89229,0.83584,0.8938,0.64932,1.11121,0.59464,1.20932,0.000267751,0.000267751,0.000267751
48,387.337,0.71531,0.43702,0.96315,0.90458,0.80508,0.8715,0.62922,1.10977,0.62836,1.20698,0.00024942,0.00024942,0.00024942
49,395.247,0.73896,0.45229,0.9811,0.9082,0.79816,0.876,0.63198,1.08365,0.63242,1.16908,0.000231088,0.000231088,0.000231088
50,403.175,0.68604,0.41553,0.95415,0.85208,0.82023,0.89441,0.65343,1.04739,0.63122,1.15694,0.000212757,0.000212757,0.000212757
51,413.042,0.65868,0.3658,0.95935,0.91199,0.77837,0.88685,0.63825,1.13326,0.62427,1.2287,0.000194425,0.000194425,0.000194425
52,420.654,0.63974,0.3596,0.96123,0.81554,0.86055,0.89902,0.62409,1.13951,0.6145,1.23469,0.000176094,0.000176094,0.000176094
53,428.59,0.62126,0.35376,0.94689,0.91024,0.78762,0.8901,0.63247,1.16633,0.61541,1.26381,0.000157762,0.000157762,0.000157762
54,436.653,0.64032,0.34569,0.96166,0.89297,0.80172,0.87511,0.63053,1.14422,0.63477,1.24763,0.000139431,0.000139431,0.000139431
55,444.213,0.59356,0.32765,0.9294,0.88051,0.81035,0.86161,0.60627,1.11653,0.66694,1.22188,0.000121099,0.000121099,0.000121099
56,452.344,0.58704,0.32415,0.93426,0.88818,0.83402,0.87336,0.6289,1.11704,0.6341,1.21868,0.000102768,0.000102768,0.000102768
57,459.877,0.57149,0.3213,0.92566,0.90131,0.79592,0.88018,0.63512,1.12142,0.60154,1.22831,8.4436e-05,8.4436e-05,8.4436e-05
58,467.802,0.57214,0.31705,0.93012,0.88305,0.81379,0.8857,0.63946,1.10119,0.5951,1.20851,6.61045e-05,6.61045e-05,6.61045e-05
59,476.787,0.56558,0.31107,0.92491,0.88612,0.81596,0.89123,0.64578,1.10071,0.58594,1.20791,4.7773e-05,4.7773e-05,4.7773e-05
60,484.166,0.57246,0.30651,0.92296,0.90038,0.81362,0.89211,0.64628,1.0811,0.57672,1.20247,2.94415e-05,2.94415e-05,2.94415e-05
